Iteration,KL_提案手法,HD_提案手法,JSD_提案手法,KL_比較手法,HD_比較手法,JSD_比較手法
1,1.1583438802746246,0.7310537583175183,0.13059409702910008,1.7399724199030662,0.48237389071280656,0.07519291753367675
2,1.0984463203196413,0.739326864171881,0.13076001254580355,1.2534677682598134,0.4755009357233441,0.07092343186057844
3,1.2140975790735329,0.7308368967376884,0.13543470655758183,1.5007009919806005,0.46953964316190017,0.0671730681896154
4,1.0418421246739458,0.6733370641659311,0.12088157608435296,1.6599506163351871,0.47523477456614305,0.07712469393298503
5,0.9309671940523424,0.6254894125129162,0.11555142131463923,0.6253322543917743,0.49832129979818174,0.07482001475570187
1,0.8848874584812555,0.6921043742872183,0.11049804340631217,0.8711316346858042,0.411290991280692,0.04881938418697153
2,0.8067702184185669,0.6785395438168401,0.10399226161946529,0.8071888973234942,0.3170481075075161,0.035342379981848984
3,0.8466696312677703,0.6812318787058929,0.10993786927265434,0.5381971858578181,0.29127547988336844,0.02893282904863985
4,0.7106540316214596,0.6043623329305813,0.09097880828497398,1.445431974718061,0.4542040324317891,0.05535852344871305
5,0.7339088483663345,0.628291911034541,0.09393648586274479,1.145972024371416,0.3997931864576627,0.05769509026185338
1,0.9934446219734352,0.7091973314561367,0.12279229830066,0.9702583748542433,0.4083845141955611,0.05871724992404282
2,1.154329438599224,0.7486031017128612,0.1318802893585787,0.8990419892781185,0.3685052528677458,0.04784805920286426
3,1.0879274515852344,0.7174965745465736,0.12750543222229715,1.486528870343435,0.4026874043200845,0.059581943544332445
4,1.05460244264457,0.697827921091078,0.12463457354428917,2.081782494999001,0.5504464881048319,0.08181127236830998
5,1.112334664600327,0.7235400202573185,0.12712268575476415,0.7634705744856309,0.39917064560274224,0.05135434243799892
1,1.1230774161364878,0.7096140942828018,0.13117827451231764,1.2612942632268793,0.5472543311310926,0.08286261435384422
2,1.1178196791352994,0.7149944902213677,0.13152950764682877,1.0747605972840708,0.4679712521572,0.06928031535861714
3,1.2801203360028937,0.7538852176598904,0.14109942368317074,1.190337248477761,0.40108300945222247,0.05673131507801617
4,1.1712458428122898,0.7562645091322163,0.1387814955775598,1.1906917404063584,0.3719723802432023,0.06180702206537476
5,1.1784824965819,0.7452999956332154,0.1381480163956265,0.601950973308552,0.3971535233762688,0.05377530098988553
1,1.4479905740846317,0.7900165430968881,0.15713883786391022,1.890246102653073,0.4621770736274161,0.08410194067710049
2,1.4349591622520113,0.8005928606095211,0.15782292474826526,1.047010362930743,0.4074047828288105,0.06592213598656116
3,1.3095822443186564,0.770685005909942,0.15103464440244668,1.9179080360708474,0.45289195768271967,0.07450485628312102
4,1.3585622422026213,0.7503311921286874,0.15423744127017575,0.9256495854585853,0.4040846084370594,0.0706425482206654
5,1.371020790418698,0.772075526472138,0.15332453393530085,0.793198131535717,0.4001507048581857,0.07329037207090384
