Iteration,KL_Model,KL_Comparison_Model,HD_Model,HD_Comparison_Model,JSD_Model,JSD_Comparison_Model
1,0.48212729972720153,2.793459654954682,0.5596309653565136,0.5748613558232101,0.08466631194422754,0.1261389134600461
2,1.6910823307921146,1.9722057992855933,0.9248226571673255,0.5764364330620875,0.2677112007755953,0.11236319683441072
3,2.315823191972546,2.4978506117869332,0.9657106608541682,0.7289298864994792,0.29583755058424427,0.15063035363935193
4,2.16149447944068,1.222394288586,0.9452339838629151,0.5683210134027612,0.28817452704820884,0.1095839311340374
5,1.273483246818457,5.426359067422999,0.8562692272751077,0.8377038585075703,0.22934700793902008,0.19471286784264513
6,1.8022807631403739,1.050879460289965,0.9063379589153258,0.6310833728812368,0.26647664116316744,0.12220364383351853
7,1.1172138880974525,2.7910613908173674,0.8339478131661608,0.8322336702260982,0.20737672207211727,0.1811663275861702
8,0.6451620583154731,2.195719874874546,0.6148779241185511,0.5863024138851363,0.10964658717502948,0.13507565247663803
9,0.5357458299147976,2.296595129816421,0.5748647439484045,0.601870448823584,0.0943923195655148,0.12048328862557926
10,0.6984497565134427,2.841486351775819,0.7069114911956553,0.5620709490013086,0.13320458220723827,0.12220171091132544
11,0.4994417964048295,2.4102292720514145,0.5852348995053046,0.519371492326977,0.09043822900833816,0.10619643800611668
12,0.7920423121360527,2.861802127093426,0.7440143785184681,0.7241355981613719,0.15330319922088836,0.14905544438962876
13,1.4773252618322783,1.1388546383917957,0.9337084810945805,0.5299590116275207,0.25733374869253667,0.09895686310991168
14,0.7764354958803537,4.277385967606627,0.7254040313791202,0.7120784295857991,0.14375470817836056,0.15510187509998172
15,1.5021484870829962,3.1413744136226387,0.9226950434797242,0.7681948046203309,0.2575646049943172,0.1704246444631047
16,0.8073862250168016,2.1290968680379554,0.7093948744591808,0.5785000998360175,0.1579691216227337,0.10921196270396881
17,0.6934233223314035,3.7189262171368083,0.6623994898618324,0.6363593135935861,0.12563825060164527,0.13385030330897404
18,2.2861454585555627,2.7819655607729437,0.9773949259990591,0.7333125436933383,0.2916176218300383,0.1469122307626536
19,2.52072947588223,2.9594154788380593,0.9901759425554771,0.8253559284073966,0.2992820518756131,0.1786139140385604
20,1.4932026702807917,3.6692016560147764,0.8772860497561225,0.5820798401298259,0.25351771222051267,0.1270605360465813
