Iteration,KL_Model,KL_Comparison_Model,HD_Model,HD_Comparison_Model,JSD_Model,JSD_Comparison_Model
1,1.0796343354740119,2.532059431896604,0.6264314001534013,0.6150499412331653,0.1427571621644805,0.12274877519962135
2,1.8919324557624053,2.8145734671503835,0.7553812791681689,0.6034731366603344,0.17946954121282274,0.12110367354651132
3,1.4394231798431762,2.1965166190960494,0.70024777328741,0.7211780441798976,0.16345416696418202,0.15443380492868952
4,1.9189673645368635,5.355183326385221,0.8204233464432984,0.8053843192953631,0.21774489840731598,0.17929201978047238
5,1.147340843901397,1.4733230127929264,0.6478458358538344,0.6348829411379143,0.14504478166016666,0.12145736054968202
6,1.2920802463161172,1.5988024447848697,0.6614220158047857,0.4979238174208089,0.1490116038388555,0.10050730405745895
7,1.5997365051092558,1.480141424440158,0.8157219911032593,0.6011391669466758,0.20893182849232034,0.10782124231966372
8,0.9734946572187652,2.5852412238735316,0.5111926363364672,0.6633983627198999,0.12309705602601276,0.1217488519642296
9,1.1208277762043712,1.4639339418627333,0.6576272430672975,0.6217360192410584,0.15133108951168792,0.11550480508188021
10,1.893490860233493,3.641010037620307,0.8322916959536317,0.6041891854577135,0.21214035624858282,0.1335638647131734
11,1.0917410224172823,2.060716676755172,0.5677881462777724,0.6308266035477746,0.13336478129789617,0.12683741638380253
12,2.939038715534161,1.6991894590317635,1.1250849487976256,0.7238173249680524,0.36235250127544366,0.1467945277350747
13,1.9477054688608353,3.962137394532934,0.8782755777610997,0.6631092755319706,0.22939372184145054,0.1501046287860325
14,1.7319137281169756,2.2721805725922497,0.7159957626739109,0.6566172616249304,0.16959034514306245,0.12877507351650513
15,1.0237318175697694,3.010161988110977,0.5379734950678158,0.6458669346064925,0.12487165710638397,0.13716744021620922
16,1.112025865107472,2.386729911356743,0.6178375212513416,0.6901843659255954,0.14323403877252908,0.13596378100905837
17,1.1094641492993111,2.6346258090441257,0.5798054722067766,0.667736645626753,0.134115396494193,0.13234517754584463
18,1.7212269151501665,2.339677930822892,0.7034041946363521,0.5914372896202471,0.16970684582621423,0.11379182844817808
19,0.8972530064655555,2.73303385979605,0.5207533427311932,0.6368831632387341,0.1189683393593201,0.12762651954854265
20,0.9790007729087105,2.4435057923411696,0.6005216712904072,0.6509195271664925,0.13468944195966467,0.13898556561911168
