Iteration,KL_Model_allpath,HD_Model_allpath,JSD_Model_allpath
1,1.0750335164995213,0.6882880548928717,0.1323626469082549
2,0.5582999576987966,0.6144248676336875,0.09706027549630099
3,0.5221663297704109,0.5553628853668909,0.09449379716887468
4,0.6540016428767027,0.6734794120805081,0.11894691667333986
5,0.5682421728404148,0.5954408714752999,0.10043547728946697
6,0.5299117180531038,0.601083895771001,0.09374508180709452
7,0.3981026342638522,0.4912675701618609,0.0754073184035176
8,0.6720683659530226,0.6401929288947102,0.11614362505882785
9,0.5951189095305508,0.6186636630659456,0.10398933409297043
10,0.4951582029163354,0.5833876113024788,0.09284010810107281
11,1.0233114859632921,0.6928261933691341,0.13503274032594348
12,0.5399797606703771,0.5932044904961534,0.09459247787890149
13,0.5466001195034269,0.596864786345743,0.09466522934698811
14,0.5476831531231068,0.6063067483806911,0.0976597192290898
15,0.4580337377367894,0.5188208208128119,0.08798078171268972
16,0.4943326195254225,0.5422716032462832,0.09130589025636823
17,0.5249503180098779,0.5674005992723444,0.08876745412329294
18,0.5001981037924179,0.5781623130736291,0.08957587375649644
19,0.5769274601483908,0.6117200824517711,0.09854482880318666
20,0.5761414806848658,0.6272687488259011,0.1042485932423851
