Iteration,KL_Model,KL_Comparison_Model,HD_Model,HD_Comparison_Model,JSD_Model,JSD_Comparison_Model
1,5.864697357961458,55.51542145330499,2.6387297180660596,3.6424831416038552,0.8513871893447209,1.3585669745249733
2,9.230221607619486,58.462648627436,3.267486958606087,3.6237937141915175,1.2076596183722779,1.3411252795745838
3,6.086876147568617,48.499674979791145,2.7069772411868835,3.260793452659756,0.8859546460902662,1.153862159876979
4,5.299674542635168,50.84598412757444,2.334211854104595,3.4216355283806963,0.7332947153072384,1.2049514006976119
5,5.586319715814408,50.95072158032063,2.494055713025912,3.380872450215922,0.7928970396257623,1.1993006477740233
6,5.9044605042125236,53.10924233257905,2.7255441520876205,3.471535359277481,0.9295028975132846,1.2316494624760095
7,5.887265517159741,46.520451685830224,2.8256912933638088,3.3218953974006125,0.9391985354918208,1.1466235621870233
8,5.679528336019836,48.6655632021611,2.636180765084907,3.3786093657425558,0.8539710457885644,1.2187261481595457
9,6.601353432986798,48.99736030527404,2.6558874662426035,3.450733053324281,0.8920923370945033,1.2340863132633633
10,6.286107917299014,49.971465883027754,2.93203778970259,3.398175358380754,1.0497966954482234,1.2396528611743138
11,7.828479960178137,54.2144586057021,3.0666426314766757,3.5022334363949295,1.0864329482189592,1.2668627180133734
12,6.226422747302258,57.31078139244575,2.751099962179177,3.5464937615190983,0.9014651639564851,1.305312879025739
13,4.229872591717901,50.40333218286582,2.5041426670943996,3.4775146669107735,0.7597864238762116,1.2639010569605436
14,7.3586309061060025,51.24520798333359,3.400169098345268,3.455842938604426,1.289278799745888,1.2234140913090492
15,5.665572860949926,47.64015256387818,2.4287136680329553,3.353775946955839,0.7738249307266117,1.1754197930402126
16,5.827425460464411,50.254812958674165,2.843136057292363,3.309968409519087,0.9518958721627525,1.182050245690865
17,6.297752402320146,56.25440925366304,2.667325704484145,3.4725079948916946,0.934352824063718,1.2799585695238767
18,6.495489291363703,50.42587293658377,2.6415905465954594,3.4565217960500574,0.8577947778458803,1.2382657515723259
19,4.783135361263318,49.46331506075613,2.54142571001919,3.3056051720259343,0.8286308394871201,1.1695109779206045
20,6.301049413286034,50.00435227750183,2.734955329918142,3.3648130851332168,1.0051010137133043,1.1749731455094572
