Iteration,KL_Model,KL_Comparison_Model,HD_Model,HD_Comparison_Model,JSD_Model,JSD_Comparison_Model
1,4.529794076216826,48.746043939321545,2.3608516179422288,3.350830913534319,0.7216817466620413,1.1745891351720639
2,3.7771587620440843,50.37787195064362,2.331479435916984,3.492685121107608,0.6747674395377781,1.2561794123624355
3,7.301580741503517,46.822343483749144,3.078119785746912,3.2684543615071995,1.0601328800030365,1.1286332619776454
4,6.033473754430489,51.81348804262239,2.6732216071926658,3.5044995576587086,0.8738351909828331,1.2535623416543986
5,4.626669066853051,52.52868135791778,2.377993709987672,3.5150521408639395,0.7049042766226853,1.2707862220865151
6,5.540053874214651,55.56791021754109,2.6605136253448705,3.504697025436838,0.8684964783316084,1.2682044323246258
7,6.131015642936292,53.25252520014397,2.938590076187782,3.5304753811098863,1.0111494617824481,1.2795423143487685
8,7.358177970761941,58.37567616737673,3.102292104420847,3.5795508411458345,1.1020690882445556,1.3163234530231787
9,5.8184490780591265,47.61265407726238,2.8704598576156886,3.2341107049065028,1.0004066936883598,1.1350266547635726
10,6.9942121316331,50.463042108461586,2.6809347792206433,3.458486750904152,0.8838278905431124,1.2309729565584664
11,5.858828618418161,53.549047696149636,2.5934559566526802,3.432543044520078,0.8374523146211176,1.2425833496958352
12,5.851517247352964,50.40104363381182,2.905661650320817,3.234878913848323,0.9837561526646829,1.1265195953147262
13,6.955466982701586,53.24517094464973,3.047208541108526,3.5036379083214433,1.0953810196469778,1.2883972731986746
14,5.8995036240334695,56.28454833844465,2.608015740731359,3.589119841961019,0.8269082797968271,1.3021020553750862
15,4.82817222326567,50.538639259953634,2.6029521016093025,3.4599722713744168,0.8095019840035897,1.2291803355965902
16,5.745100317034058,48.499677945002105,2.6098688779677772,3.425756819734039,0.8242903406606793,1.2467899836991667
17,5.877913301539408,45.43697685196829,2.9139474686942033,3.3913804988278184,0.9784379761620424,1.1910234780655504
18,5.459772251744478,50.04645444496065,2.859661755926653,3.6311771891543385,0.9585349534631971,1.333207321213044
19,5.369204244240939,50.59782824968563,2.7328798084585895,3.3962611261012814,0.885021086370635,1.2055353434746263
20,6.786548500220798,47.5620861665203,3.145880934974538,3.3867175612166736,1.1449248914448402,1.2297625452105405
