Iteration,KL_Model,KL_Comparison_Model,HD_Model,HD_Comparison_Model,JSD_Model,JSD_Comparison_Model
1,1.2052730574319603,4.14011596014224,0.6963855574963687,0.8090568797433837,0.1671757811251172,0.16504413484700592
2,1.874858796639192,5.452330327173651,0.8340086312937343,0.7143356968302297,0.2011821695121096,0.16686996822985525
3,0.758290752911807,5.880849173711987,0.509882475592988,0.7933381725261603,0.10518882211603683,0.17909676061294785
4,1.5112006120116996,7.15644580651942,0.7203006081679323,0.7709794673215016,0.16477557562957196,0.18615400080187156
5,1.34936154986188,6.596632132247455,0.9102753492215729,0.9823046203482928,0.2442471935693959,0.23646791166731032
6,1.2380752908657007,7.738880272882833,0.7184692104502614,0.784391030110607,0.16881101811494864,0.18829542530542123
7,0.9644964266709135,3.61326285410524,0.6560981231852983,0.748647754917558,0.14958788155097705,0.16241136331053832
8,0.5604007439302664,5.672003262914351,0.5290571700330045,0.789758989435575,0.09823992187910661,0.1838850419187877
9,1.1455516532162533,7.840186344581261,0.7010923992042846,0.9155128770756673,0.16277048574841024,0.21722893656334866
10,3.3358589246213723,8.179924449746608,1.1311605480722835,0.8204980632081226,0.3663272798528356,0.2006958043986537
11,1.8568364259654557,4.489754983056028,0.9425630311987353,0.883767195274928,0.25205209907030107,0.20203443371247146
12,1.0596325439986056,8.132493292943524,0.6352257412407484,0.8992339819899493,0.15805318987792927,0.20887070665674626
13,1.6741357420479164,7.697439146085644,0.8480979518359592,1.0075085481556385,0.19989590499701687,0.26339898646775595
14,1.2214531318794912,6.875373337276454,0.5975631378350748,0.7941311879775786,0.1377596806457011,0.1820664513825727
15,1.1373026770583068,5.316948443607734,0.6491414428698168,0.7636787594249629,0.14630581901191372,0.16790673413453117
16,2.2612487105559436,9.929286111407965,0.9817872129442408,0.9199526500787766,0.28654777298971634,0.23193831694379227
17,1.45976122463037,4.466629122298676,0.8432090042325253,0.7524512997954059,0.19880018962270266,0.175356544073673
18,1.2502687229708889,7.223306572983784,0.6970276783223709,0.8509111077690026,0.1574797153690694,0.20016124360262771
19,1.454288700276949,3.4046887555953376,0.758508128105039,0.727606298238488,0.19180447181899937,0.14420545726453066
20,1.1548230740266259,4.507141142990283,0.7344633722704503,0.7062391036680584,0.17312755449673942,0.15851876441467172
